CIK list from SEC website. ALL 
,0
2046,922127
2047,1286066
2048,1041534
2049,807639
2050,1304556
2051,1228869
2052,1299868
2053,1295846
2054,1271807
2055,1289872
2056,355761
2057,1242695
2058,1037763
2059,1295298
2060,1063501
2061,1198499
2062,1273133
2063,1292352
2064,1258712
2065,1265345
2066,1035901
2067,1046292
2068,1299900
2069,1227228
2070,1295273
2071,1291010
2072,731288
2073,1052175
2074,1234943
2075,1210461
2076,1194751
2077,1244109
2078,883670
2079,1194230
2080,1206435
2081,1296321
2082,1257467
2083,1255660
2084,1137104
2085,1205624
2086,1254074
2087,1064299
2088,1179586
2089,1055282
2090,1291095
2091,706465
2092,38188
2093,1304083
2094,1232999
2095,1288316
2096,949513
2097,908996
2098,1234215
2099,753224
2100,1030289
2101,1185909
2102,1302928
2103,1298088
2104,1288863
2105,1229994
2106,1278975
2107,1190589
2108,1296763
2109,1194046
2110,1303243
2111,898171
2112,1227898
2113,1089811
2114,1157355
2115,1198487
2116,1211552
2117,905248
2118,1189029
2119,882288
2120,1127245
2121,1264145
2122,1100868
2123,1036510
2124,1027736
2125,1244038
2126,1302637
2127,1139213
2128,1183580
2129,356349
2130,1241714
2131,1288525
2132,1156998
2133,225777
2134,1131237
2135,1208749
2136,1214416
2137,1003933
2138,1241634
2139,1055630
2140,1227893
2141,700139
2142,1238804
2143,1209181
2144,1111371
2145,1192046
2146,1196961
2147,1205594
2148,1220773
2149,916183
2150,1255264
2151,1279088
2152,949870
2153,1214135
2154,1268783
2155,1233079
2156,1185327
2157,1112734
2158,1195394
2159,1249379
2160,1070517
2161,1220560
2162,1089056
2163,1251640
2164,1232804
2165,1179111
2166,918710
2167,831491
2168,1186537
2169,1177742
2170,1264755
2171,1297497
2172,1220715
2173,1101067
2174,828944
2175,1293473
2176,1285670
2177,826918
2178,1215853
2179,1296868
2180,1249975
2181,1135833
2182,1251092
2183,1168027
2184,1302251
